,Times,User,Tweet
1573,2022-06-28 09:35:42,Aquino_Axel76,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
1574,2022-06-28 09:35:42,Yassin_chor,RT @skyefootbol: 📑:Cristiano Ronaldo in his worst 'season' has more goals than 2 of the 3 ballon d'or favourite 😳 https://t.co/skLunTYdEk
1575,2022-06-28 09:35:40,Stonertrey1,@JCurtis_Dyson @7RCris @FOREVERRICH16 @Ak_achi17 @RonaldoW7_ @dwot2018 You forgot ronaldo was acting in a farmers league  serie A when messi was dominating laliga
1576,2022-06-28 09:35:40,teebab_01,"RT @bamalli_sadiya: Who wants a sugar Babe 🍑 😋 and I love Wizkid, Davido, Ronaldo and Rihanna Too. https://t.co/ZX7h7r6J5h"
1577,2022-06-28 09:35:39,OfficialMally97,"RT @MadridPreeti: Cristiano Ronaldo The Midfield Maestro,  became the top Goalscorer Of All Time. https://t.co/VCEm4Pb7Aw"
1578,2022-06-28 09:35:39,vincent_trcc,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
1579,2022-06-28 09:35:39,Rashidx69,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1580,2022-06-28 09:35:38,DeSkeches1,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
1581,2022-06-28 09:35:38,idieforcalum,mi sembra assurdo che ancora si stia parlando di Ronaldo
1582,2022-06-28 09:35:37,Gabriel111777,"RT @SimpleSwap_io: #MondayCryptoNews ⬇️
1️⃣ @HarmonyProtocol offers $1M bounty after discovering $100M #altcoin #hack
2️⃣ Cristiano Ronaldo…"
1583,2022-06-28 09:35:37,Bertino_tchesko,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1584,2022-06-28 09:35:37,alvaro_glz8,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
1585,2022-06-28 09:35:36,paulo_thedon,RT @WhoScored: 👀 Cristiano Ronaldo has never scored at Stamford Bridge in his career https://t.co/gEXhD99JQd
1586,2022-06-28 09:35:35,PrinceH47444325,"RT @bamalli_sadiya: Who wants a sugar Babe 🍑 😋 and I love Wizkid, Davido, Ronaldo and Rihanna Too. https://t.co/ZX7h7r6J5h"
1587,2022-06-28 09:35:35,JollofMuJetLi,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1588,2022-06-28 09:35:30,Toys_2107,"RT @Franc_Ysco: Ce triplé de Ronaldo face à Manchester United à Old Trafford, juste magique mdr la puissance du mec. https://t.co/p4XwEB2AGk"
1589,2022-06-28 09:35:30,PrinceMlomo,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
1590,2022-06-28 09:35:29,IIMaxence,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1591,2022-06-28 09:35:25,Ronaldo_dhoni1,"Very big improvement in the telagana this is very best movement
https://t.co/Qu3NrgHoVJ
#InnovateWithTHub"
1592,2022-06-28 09:35:22,inthzhood,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1593,2022-06-28 09:35:22,Augustus100,RT @hailey_nee: Who wants a wife and I love Rihanna wizkid Davido and Ronaldo 🍑😋 https://t.co/COcaVoWsN1
1594,2022-06-28 09:35:22,Andrson_G,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1595,2022-06-28 09:35:22,RyanKill2,"RT @Football__Tweet: The day Ashley Cole pocketed Cristiano Ronaldo. 🏴󠁧󠁢󠁥󠁮󠁧󠁿😳

🎥 @EURO2024

 https://t.co/m9LUCihHoH"
1596,2022-06-28 09:35:20,utd_law,"@UtdOptimist Add Sancho and the fact that Ten Hag wants to fast track Garnacho and I am wondring why Antony is more of a priority than a DM
only way it makes sense is if Martial is gonne be back up to Ronaldo"
1597,2022-06-28 09:35:19,mide_awele,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
1598,2022-06-28 09:35:18,_PeterPM,@earadiofm Hawez akawa Ronaldo
1599,2022-06-28 09:35:15,bryan_noelson,RT @mwarimu12: Ark yakipe ngo ntikiri iyabarashi gusa ngo ahubwo ubu ifite yesu na muhamedi icyarimwe ngo kdi bari guhuza ngo ibitangaza ya…
1600,2022-06-28 09:35:15,Bertino_tchesko,"RT @MirrorFootball: Erik ten Hag held his first training session as Man Utd manager today. 

The likes of Harry Maguire and Cristiano Ronal…"
1601,2022-06-28 09:35:13,LudweHlongwane1,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1602,2022-06-28 09:35:11,hunneydrop,RT @hailey_nee: Who wants a wife and I love Rihanna wizkid Davido and Ronaldo 🍑😋 https://t.co/COcaVoWsN1
1603,2022-06-28 09:35:09,AlvesBenoit,"RT @ballonrondfc: En 2008, lors de son premier passage à Manchester United, Cristiano Ronaldo inscrivait ce magnifique but contre Portsmout…"
1604,2022-06-28 09:35:08,king_cyba,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1605,2022-06-28 09:35:08,braga_blog,"RT @braga_blog: ::. Blog do Ronaldo Braga.::: Roberto Motta: Por não ter morrido na Amazônia, mí... https://t.co/fI2V2l3sOk"
1606,2022-06-28 09:35:07,QwabenaSizeless,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1607,2022-06-28 09:35:07,princeniski,"RT @Amaurinho7ii: Cristiano Ronaldo, le maestro du milieu de terrain, est devenu le meilleur buteur de tous les temps. https://t.co/5VO5P5w…"
1608,2022-06-28 09:35:07,RSamburiot,RT @WhoScored: 👀 Cristiano Ronaldo has never scored at Stamford Bridge in his career https://t.co/gEXhD99JQd
1609,2022-06-28 09:35:07,P33kers,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1610,2022-06-28 09:35:06,Humourously_S,"RT @TeamCRonaldo: If Cristiano Ronaldo plays 5 more season, we might witness him and Cristianinho (Jr.) sharing a football pitch together 🥶…"
1611,2022-06-28 09:35:06,AbencoadoArif,"RT @LMDFoot_: Omar Da Fonseca : ""Benzema joue le meilleur football de sa carrière. Avec Cristiano Ronaldo, c'était un accompagnateur et le…"
1612,2022-06-28 09:35:06,ghanaleaksblog,"RT @Bomcy4: @elonchorch Ameeeeeen!!!!!!!

#Nigerian #NPF #Fulanis #Ronaldo #NYSC #Uche #YemiAlade #BoboChicago #Ikpeazu #Bolt #Arsenal #Igb…"
1613,2022-06-28 09:35:06,Amosslashaz,RT @UtdPlug: 🚨 Mendes is dutybound to keep Ronaldo relevant - and coveted. #MUFC players were still in the Watford dressing room and Mendes…
1614,2022-06-28 09:35:06,Fa_di_banku2,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1615,2022-06-28 09:35:04,Zyadinho__,RT @MinooIce: Ronaldo a plus de buts contre Marseille (4) que Messi (0) alors qu’il n a jamais joué en ligue 1 😳 https://t.co/YjYaJjgwRP
1616,2022-06-28 09:35:02,Desmund_Oris,"RT @DeadlineDayLive: 🚨 Jorge Mendes offered Inter Milan the chance to sign Cristiano Ronaldo but they rejected him. 

(Source: La Repubblic…"
1617,2022-06-28 09:35:02,Mkululimtuti,"RT @erlingtxt: Cristiano Ronaldo - 2016/17 Champions League.

The GREATEST campaign in UCL history. 
 https://t.co/pD97jgKeL3"
1618,2022-06-28 09:35:01,The99Treble,Lovely players determining who the manager is now.... wow when did ronaldo become Ceo https://t.co/BogpkYKMwE
1619,2022-06-28 09:34:59,vaza_LFC,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1620,2022-06-28 09:34:58,United_ken,RT @TeamCRonaldo: 🚨 United sources believe there are many other Jorge Mendes clients likely to join Chelsea than Cristiano Ronaldo. Ronaldo…
1621,2022-06-28 09:34:57,braga_blog,"::. Blog do Ronaldo Braga.::: Roberto Motta: Por não ter morrido na Amazônia, mí... https://t.co/fI2V2l3sOk"
1622,2022-06-28 09:34:55,KamoRumo,RT @WhoScored: 👀 Cristiano Ronaldo has never scored at Stamford Bridge in his career https://t.co/gEXhD99JQd
1623,2022-06-28 09:34:55,shane70707,"@Sidd4_ @CristianoTime07 @Anna_96_10 None of them are better at dribbling than Ronaldo was between 2003-2015 for 12 years except Zidane. Dembele (although he is 5'10"") wouldn't qualify to be 2008 Ronaldo's intern."
1624,2022-06-28 09:34:54,kontas_gorkem,"@terkeyledim672 Biz de mahalle maçında Ronaldo, mahalle kavgasında Maraz Ali olurduk..."
1625,2022-06-28 09:34:54,iampromiiz,"RT @ShanviMessi: ""Ronaldo proved himself in the Europa league Messi could never do it outside his UCL comfort zone 💀"" https://t.co/LogHvTwA…"
1626,2022-06-28 09:34:54,Sire_Charming,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
1627,2022-06-28 09:34:54,afcniz,@benz17711771 And the Ronaldo to United one?
1628,2022-06-28 09:34:54,EnnioETH,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1629,2022-06-28 09:34:54,Fa_di_banku2,RT @prfootbalI: Cristiano Ronaldo is the only player to win 4 Ballon D ors and 4 UCL's in a period of 5 years.🇵🇹🐐 https://t.co/y4Shw5nTqk
1630,2022-06-28 09:34:52,I_am_Monandes,"@GureenJr @IbrahimLawan Footballers often have had these kinds of operations eg yaya toure, Owen Hargreaves, sollsjkear, delima Ronaldo etc"
1631,2022-06-28 09:34:52,tommyjr89,"@JoeDiego24 @6ft5Man @robbiemanu77 @timlongsports I don't think Ronaldo was part of Ole's plans but I don't think they had much of a plan with Ole anyway.

As bad as things are I'd rather be here with a chance of fixing things than using Ole to continue to cover everything up"
1632,2022-06-28 09:34:51,ugurarya,"RT @AlenMarkaryan: RONALDO'YU TUT KULAĞINDAN GETİR, HAVA...

Pekiiiiiii, 
Geçen seneki akıl almaz hakem hataları ve takım kayırmalar tekerr…"
1633,2022-06-28 09:34:51,Rajinder_93,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1634,2022-06-28 09:34:50,patilamrut111,@PREMlNTNFT Free PREMINT is LIVE @beanmeup_eth @KryptoKimo @2pmflow @golapekM54 @Awesomoh168 @snow_nft @BiRu_ml @8888eth @SunwayIKZ @Deal_Ronaldo @krimez_ @MarvixFR @M0NK_Eth
1635,2022-06-28 09:34:49,Lyrikz2,@ChidiOdinkalu @MaryamAdamuMus1 @NigBarAssoc @OlumideAkpata But she like Ronaldo
1636,2022-06-28 09:34:49,thomson_connor,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1637,2022-06-28 09:34:48,Yubiieeee,RT @IconicCR7_: Throwback to last season when Liverpool fans showed this gesture for Cristiano Ronaldo in the 7th minute after he faced a t…
1638,2022-06-28 09:34:47,Ehh_Mpolo,"RT @Loguito6: « Ronaldo cherche des clubs de partout, il va bien en trouver un pour vendre des maillots marketing » 
BAHAHAH les thermes ht…"
1639,2022-06-28 09:34:45,kiko_flash,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
1640,2022-06-28 09:34:45,nafe_201,"RT @UTDTrey: Man United have Ronaldo, Man City have Haaland, Spurs have Kane, Liverpool have Dias, Arsenal have Jesus and Chelsea have Rome…"
1641,2022-06-28 09:34:44,PRKCultPrajwal,"RT @DeadlineDayLive: 🚨 Jorge Mendes offered Inter Milan the chance to sign Cristiano Ronaldo but they rejected him. 

(Source: La Repubblic…"
1642,2022-06-28 09:34:44,brauninn,"RT @DoentesPFutebol: Em react dos 20 anos da conquista do penta, Ronaldo exaltou os ensinamentos de Felipão, que ajudou na final contra a A…"
1643,2022-06-28 09:34:44,GauravS35922742,@R99Rejjex @divyans_goat @SK10Football These things are happening in whole india so and thesethings you are pointing because of football player and you are ronaldo fan what should i assume 😢😢🤭 embarrassing
1644,2022-06-28 09:34:43,enelmundoyupi,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
1645,2022-06-28 09:34:41,Fa_di_banku2,"RT @MirrorFootball: Erik ten Hag held his first training session as Man Utd manager today. 

The likes of Harry Maguire and Cristiano Ronal…"
1646,2022-06-28 09:34:41,JCurtis_Dyson,@Stonertrey1 @7RCris @FOREVERRICH16 @Ak_achi17 @RonaldoW7_ @dwot2018 Lol then nobody rates league titles then 😆🤡 cus take that is the only way Messi has more trophies. Cus he got handed a few from the bench. Lol Ronaldo never got that. It's 2022 and Messi is still getting handed trophies from players who are better than him. Mbappe&gt; Messi. Facts
1647,2022-06-28 09:34:41,LuNe2BaZe,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1648,2022-06-28 09:34:40,harrymufcszn,"GOAL! 89 mins: Cristiano Ronaldo (Manchester United)
Manchester United 3-6 Liverpool"
1649,2022-06-28 09:34:40,zero_one_47,RT @IconicCristiano: Ronaldo was vibin at juve https://t.co/yQAeQX7TlQ
1650,2022-06-28 09:34:39,JHocini,"RT @LMDFoot_: Omar Da Fonseca : ""Benzema joue le meilleur football de sa carrière. Avec Cristiano Ronaldo, c'était un accompagnateur et le…"
1651,2022-06-28 09:34:39,CFCElIis_,Fun Fact Cristiano Ronaldo has never scored a single goal at Stamford bridge in his entire career
1652,2022-06-28 09:34:39,damnchimdi,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1653,2022-06-28 09:34:39,kushy_blake,Cristiano Ronaldo Jr. has more trophies than Mbappe
1654,2022-06-28 09:34:39,M7mmmd_,"RT @breathMessi21: Man utd fans: 

If Ronaldo leaves: He deserves better. 

If he stays: He is loyal unlike Messi.

Elite fanbase😹😹"
1655,2022-06-28 09:34:39,justin_barbz15,"RT @bamalli_sadiya: Who wants a sugar Babe 🍑 😋 and I love Wizkid, Davido, Ronaldo and Rihanna Too. https://t.co/ZX7h7r6J5h"
1656,2022-06-28 09:34:38,ace_kenga,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1657,2022-06-28 09:34:38,_goncalo_p,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1658,2022-06-28 09:34:38,kingslayer_nbv,RT @skyefootbol: 📑:Cristiano Ronaldo in his worst 'season' has more goals than 2 of the 3 ballon d'or favourite 😳 https://t.co/skLunTYdEk
1659,2022-06-28 09:34:36,laligafrauds,Cristiano Ronaldo - Majestic Stepovers https://t.co/SX2eBZ1TJb
1660,2022-06-28 09:34:36,United_ken,"RT @TeamCRonaldo: Cristiano Ronaldo is the only player in history to win 5 Champions League titles as the top-scorer. 

🐐 https://t.co/rPjY…"
1661,2022-06-28 09:34:35,ChelseasTopBoy,"Neymar wants a reunion with Tuchel, Skriniar open to a move to Chelsea, Chelsea after Victor Osimhen if Lewandowski turns them down. Lewandowski an option if Barca cannot afford him. Ronaldo’s agent meets with Boehly"
1662,2022-06-28 09:34:33,florentbsr,"RT @Amaurinho7ii: Cristiano Ronaldo, le maestro du milieu de terrain, est devenu le meilleur buteur de tous les temps. https://t.co/5VO5P5w…"
1663,2022-06-28 09:34:31,adexken,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1664,2022-06-28 09:34:29,Muhamma83474500,"RT @DeadlineDayLive: 🚨 Jorge Mendes offered Inter Milan the chance to sign Cristiano Ronaldo but they rejected him. 

(Source: La Repubblic…"
1665,2022-06-28 09:34:28,Magic_Alex8,"RT @JoseLlorente23: Es muy fuerte. Campus del Real Valladolid y se prefiere una pegatina de una marca comercial que enseñar el escudo ""anti…"
1666,2022-06-28 09:34:27,lucasguedes2003,"@jjboceoficial O do Ronaldo está bom, mas o do boçe está melhor 😍"
1667,2022-06-28 09:34:25,alifHSyam,RT @IconicCR7_: Throwback to last season when Liverpool fans showed this gesture for Cristiano Ronaldo in the 7th minute after he faced a t…
1668,2022-06-28 09:34:23,IsaacIge_,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
1669,2022-06-28 09:34:22,IconicIfeanyi1,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
1670,2022-06-28 09:34:22,KarnaCoulib,"RT @lnstantFoot: Ça aurait pu être l’un des plus beaux buts de la carrière de Cristiano Ronaldo… 

Nani 🐀 

 https://t.co/W8oBMs4eLs"
1671,2022-06-28 09:34:22,9jordsss,"RT @ShanviMessi: ""Ronaldo proved himself in the Europa league Messi could never do it outside his UCL comfort zone 💀"" https://t.co/LogHvTwA…"
1672,2022-06-28 09:34:20,Lechamp24131474,"RT @RonaldoW7_: 8 players in front of the goal and Cristiano Ronaldo still manages to score.

🐐. 

https://t.co/18baVVdljW"
1673,2022-06-28 09:34:20,CloudPlazma,@EuropaLeague ronaldo gonna get 40000 in this shitty competition
1674,2022-06-28 09:34:19,DiariodeNavarra,Roban joyas y dinero en la casa de Ronaldo en Ibiza donde se aloja Verratti https://t.co/LC2eNrUHAe https://t.co/N2mPjuBIQp
1675,2022-06-28 09:34:18,jorene91,"RT @ActuFoot_: Cristiano Ronaldo, alias CR9, a marqué 33 buts en 35 matches lors de sa première saison avec le Real Madrid. 🤍9️⃣ https://t.…"
1676,2022-06-28 09:34:18,GGH_007,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1677,2022-06-28 09:34:18,pablo_rives,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
1678,2022-06-28 09:34:16,DoDoLaSauMur,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
1679,2022-06-28 09:34:16,Chasseauxmedias,"RT @Joshua_Ubeku: Ronaldo fans are comparing his assists with Xavi and Iniesta just to mock them, but if you bring up Messi's stats of how…"
1680,2022-06-28 09:34:16,darkemmanson,"RT @Puvybie: Buy your cold Ronaldo 
Sweet sweet Ronaldo 😭😭😭😂"
1681,2022-06-28 09:34:15,muhd__sm,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1682,2022-06-28 09:34:15,NUFCcook,@_harr Brazilian Ronaldo
1683,2022-06-28 09:34:14,JGhatan,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1684,2022-06-28 09:34:14,Bomcy4,"You lied. It is what you get when you've a credible person in position of leadership. The people naturally rejoices. A happy soul isn't aggressive nor destructive.

#Nigerian #NPF #Ronaldo #NYSC #Uche #YemiAlade #BoboChicago #Bolt #Arsenal #IgboSpace  #PresidentialVillan https://t.co/6aYPPVZcW4"
1685,2022-06-28 09:34:13,_midy10,@breathMessi21 I don’t think United fans think Ronaldo is loyal
1686,2022-06-28 09:34:12,Ahmed_Saleh000,"RT @laligafrauds: AWAITED THREAD

In early 2014, Cristiano Ronaldo was diagnosed with a chronic knee condition called tendinosis. It's a he…"
1687,2022-06-28 09:34:12,UncoPaaTee,"RT @MadridPreeti: Cristiano Ronaldo The Midfield Maestro,  became the top Goalscorer Of All Time. https://t.co/VCEm4Pb7Aw"
1688,2022-06-28 09:34:11,Wyzzyddl,RT @Vettel_AMR: Ronaldo scoring this in a UCL semi final isn’t normal btw… https://t.co/drbGlYputx
1689,2022-06-28 09:34:11,zouzdu94230,"RT @ActuFoot_: Cristiano Ronaldo, alias CR9, a marqué 33 buts en 35 matches lors de sa première saison avec le Real Madrid. 🤍9️⃣ https://t.…"
1690,2022-06-28 09:34:11,AntarNova,RT @fzutd: @SK10Football ronaldo have more assist than xavi and iniesta combined 😂
1691,2022-06-28 09:34:10,The_bash_hq,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1692,2022-06-28 09:34:10,GarissianC,RT @UtdPlug: 🚨 Mendes is dutybound to keep Ronaldo relevant - and coveted. #MUFC players were still in the Watford dressing room and Mendes…
1693,2022-06-28 09:34:10,wail_ammr,"RT @ActuFoot_: Cristiano Ronaldo, alias CR9, a marqué 33 buts en 35 matches lors de sa première saison avec le Real Madrid. 🤍9️⃣ https://t.…"
1694,2022-06-28 09:34:08,Goncalves0384,"RT @viniciuprime: Campaña 20/21 Cristiano peleó otra vez la bota de oro pero Robert lewandoski ganó el premio,

Un año en el que Cristiano…"
1695,2022-06-28 09:34:08,Okouricharddjed,"RT @MUnitedFR: Erik ten Hag voit Cristiano Ronaldo comme un titulaire indiscutable, accompagné d'ailiers créatifs dans un trio offensif équ…"
1696,2022-06-28 09:34:07,Thato48286746,"RT @TeamCRonaldo: If Cristiano Ronaldo plays 5 more season, we might witness him and Cristianinho (Jr.) sharing a football pitch together 🥶…"
1697,2022-06-28 09:34:06,mosom2020,RT @hailey_nee: Who wants a wife and I love Rihanna wizkid Davido and Ronaldo 🍑😋 https://t.co/COcaVoWsN1
1698,2022-06-28 09:34:04,Chileno_Rockero,RT @ESPNFC: Project Cristiano Ronaldo Jr. 🧪🔮 https://t.co/tL7ZBduVR7
1699,2022-06-28 09:34:02,Sexy_bea_,RT @hailey_nee: Who wants a wife and I love Rihanna wizkid Davido and Ronaldo 🍑😋 https://t.co/COcaVoWsN1
1700,2022-06-28 09:34:02,IvNeithan,RT @dani7mendo: El único que puede imitar un gol de Cristiano Ronaldo es el propio Cristiano  https://t.co/Z7lK8OzkaE
1701,2022-06-28 09:34:01,BHeedreez,RT @WhoScored: 👀 Cristiano Ronaldo has never scored at Stamford Bridge in his career https://t.co/gEXhD99JQd
1702,2022-06-28 09:34:00,ylmzseker,"RT @buzzspor: 'Seni en çok etkileyen taraftarlar?'

Rodrygo Goes: ""Galatasaray.""

'İdolün?'

Rodrygo Goes: ""Cristiano Ronaldo.""

'Birlikte…"
1703,2022-06-28 09:33:59,deportes_Med,Roban en la casa de Ronaldo Nazário en Ibiza pertenencias por valor de tres millones de euros https://t.co/Ekoa5FBpry
1704,2022-06-28 09:33:58,Holar_Folarin,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1705,2022-06-28 09:33:58,GsliTurkmenler,"RT @buzzspor: 'Seni en çok etkileyen taraftarlar?'

Rodrygo Goes: ""Galatasaray.""

'İdolün?'

Rodrygo Goes: ""Cristiano Ronaldo.""

'Birlikte…"
1706,2022-06-28 09:33:56,Momo_ndawi,RT @untrucdefoot: Cristiano Ronaldo est plus âgé que Messi de 869 jours. Le fils de Cristiano Ronaldo est plus âgé que le fils de Messi de…
1707,2022-06-28 09:33:55,kingslayer_nbv,RT @prfootbalI: Cristiano Ronaldo is the only player to win 4 Ballon D ors and 4 UCL's in a period of 5 years.🇵🇹🐐 https://t.co/y4Shw5nTqk
1708,2022-06-28 09:33:54,oluwaleks2021,"RT @mrmacaronii: If Ronaldo joins Chelsea, I become a Chelsea fan. 
Any club Cristiano Ronaldo goes, I follow 😭"
1709,2022-06-28 09:33:54,skurrrwashed,@MadridXtra @marca cristiano ronaldo is better at football than einstein was at physics.
1710,2022-06-28 09:33:53,alessiuccio_10,"La grande presentazione prevista per domani è stata spostata al 7 luglio. (HAHAHAAHAHAHAHAH già iniziano a mettere le mani avanti)

Insomma...sta facendo poche vittime questo sole che da alla testa
#Roma #ASRoma #StadioOlimpico #Ronaldo"
1711,2022-06-28 09:33:52,Thatyorubaboy6,RT @Lukxybea1: You want peace of mind? Stan Wizkid and Ronaldo🦅🐐
1712,2022-06-28 09:33:51,Goncalves0384,RT @viniciuprime: Cristiano Ronaldo se perdió 9 partidos de liga en esa campaña ya que se quería guardar para los encuentros en la champion…
1713,2022-06-28 09:33:50,cesar_lozanoof,Cristiano Ronaldo inflado
1714,2022-06-28 09:33:50,ChelsHeritage,"RT @contextpenaldo: No way Bayern Munchen, Chelsea and Inter rejected Ronaldo so far😭😭😭"
1715,2022-06-28 09:33:50,MayaCarter55,RT @Founda__: Here to remind you Ronaldo will be playing Europa league next season 👍
1716,2022-06-28 09:33:49,awolukiilumo,RT @toplexnice: Whenever zidane see Brazil he always tell them am not Europe am an African man I get talent and skills ooooooo 😄😄😄 #Zidane…
1717,2022-06-28 09:33:49,mhmdsyukri__,RT @sahini_bose: Media pages won’t show you these pictures of Cristiano Ronaldo 🐐 https://t.co/JNKwboQ9hB
1718,2022-06-28 09:33:49,Rinsole_T,"RT @king_chike007: Even Peak Milk no peak like this..
The money this werey used in print invoice is enough to open a shop for him
Saka | Bi…"
1719,2022-06-28 09:33:48,Zulaiiiiiiiiii,RT @hailey_nee: Who wants a wife and I love Rihanna wizkid Davido and Ronaldo 🍑😋 https://t.co/COcaVoWsN1
1720,2022-06-28 09:33:48,KelvinO72915136,RT @cr7raprhymes: Cristiano Ronaldo is building a monster no one is ready for 👀⏳ https://t.co/0pJQhXFtnp
1721,2022-06-28 09:33:46,Kratos_red_,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
1722,2022-06-28 09:33:46,Stinzo6,"RT @breathMessi21: Man utd fans: 

If Ronaldo leaves: He deserves better. 

If he stays: He is loyal unlike Messi.

Elite fanbase😹😹"
1723,2022-06-28 09:33:45,Outside99201018,RT @Founda__: Here to remind you Ronaldo will be playing Europa league next season 👍
1724,2022-06-28 09:33:44,cassim254,RT @UtdDistrict: 🗞 Cristiano Ronaldo is not for sale - #mufc sources believe there are innumerable Jorge Mendes clients likelier to join Ch…
1725,2022-06-28 09:33:44,jna89,@ElInmortal____ Superar que ya no teneis a cristiano ronaldo…
1726,2022-06-28 09:33:43,Goncalves0384,"RT @viniciuprime: Campaña 15/16

Cristiano había empezado la campaña con Rafa Benítez, entrenador que no beneficiaba al juego de Ronaldo,En…"
1727,2022-06-28 09:33:43,Axwl_ll,RT @MinooIce: Ronaldo a plus de buts contre Marseille (4) que Messi (0) alors qu’il n a jamais joué en ligue 1 😳 https://t.co/YjYaJjgwRP
1728,2022-06-28 09:33:41,Micka__M,"RT @_le442: 🚨OFFICIEL

Cristiano Ronaldo est d’accord avec l’Olympique de Marseille pour ne pas signer chez eux. https://t.co/ZVmTonsFei"
1729,2022-06-28 09:33:40,_midy10,@breathMessi21 You know Not all United fans are Ronaldo fans
1730,2022-06-28 09:33:39,MoussaSignatey,RT @prfootbalI: The most emotional Cristiano Ronaldo pic of last season.💔 https://t.co/9pXtqrfrCL
